Group,Component,Category,Sequence ID,Test Case Type,Pairwise Config Profile,Pairwise Auto Generate Sub Test Case,Test Automation Configuration - Test Sets,Test Case ID,External Test Case ID,Name,Description,Sub Test Case Parameter,Owner,Subsystem Solution,Priority,Test Type,Test Level,Status,Automation,Test Environment,Test Procedures,Step Expected Result,Pre-Condition,Post-Condition,Execution Time,Test Script ID,Operating Systems,Platforms,RTM ID,Portfolio,Add Tags,Item Type,Project,Api ID,Ssh Wrapper Configuration - Ssh Wrapper Steps,
,,,,,,,,LIN_MEDIA-FGST_MSDK_SEQ_ENC_PERF-M-H265-001,,Sequential Encode: H.265/HEVC - 1080 to 4k,,--list=/home/root/gfx-scripts/yocto/media/data/performance/gstmsdk_seqencode_h265_vdenc.csv,,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. gst-launch-1.0 filesrc location=/media/RAWS/Puppies_3840x2160_NV12.yuv ! videoparse width=3840 height=2160 format=nv12 framerate=60/1 ! msdkh264enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/RAWS/Puppies_3840x2160_NV12.yuv ! videoparse width=3840 height=2160 format=nv12 framerate=60/1 ! msdkh264enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false (2 videos simultaneously)","1. Video encoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_MULTI_ENC_PERF,M,,No,Test Set 7,LIN_MEDIA-FGST_MSDK_MULTI_ENC_PERF-M,,GST MSDK Multi Encode Performance,To collect the performance data of multiple encoding in MSDK,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. gst-launch-1.0 filesrc location=/media/RAWS/HoneyBee_3840x2160_NV12.yuv ! videoparse width=3840 height=2160 format=nv12 framerate=60/1 ! msdkvpp ! video/x-raw,width=800,height=600 ! msdkh264enc ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false (same command for other videos)","1. Video encoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 7,
,,,,,,,,LIN_MEDIA-FGST_MSDK_MULTI_ENC_PERF-M-H264-001,,Multi-Channels Encode: H.264/AVC - 8x1080p30fps,,--raw_id=test_encode_001 -of=h264_vdenc --count=8,,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. gst-launch-1.0 filesrc location=/media/RAWS/HoneyBee_3840x2160_NV12.yuv ! videoparse width=3840 height=2160 format=nv12 framerate=60/1 ! msdkvpp ! video/x-raw,width=800,height=600 ! msdkh264enc ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false (same command for other videos)","1. Video encoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,943563,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_MULTI_ENC_PERF-M-H264-002,,Multi-Channels Encode: H.264/AVC - 2x4k30fps,,--raw_id=test_encode_002 -of=h264_vdenc --count=2,,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. gst-launch-1.0 filesrc location=/media/RAWS/HoneyBee_3840x2160_NV12.yuv ! videoparse width=3840 height=2160 format=nv12 framerate=60/1 ! msdkvpp ! video/x-raw,width=800,height=600 ! msdkh264enc ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false (same command for other videos)","1. Video encoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,943563,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_MULTI_ENC_PERF-M-H265-001,,Multi-Channels Encode: H.265/HEVC - 8x1080p30fps,,--raw_id=test_encode_001 -of=hevc_vdenc --count=8,,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. gst-launch-1.0 filesrc location=/media/RAWS/test_14_1920x1080_NV12.yuv ! videoparse width=1920 height=1080 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/RAWS/test_14_1920x1080_NV12.yuv ! videoparse width=1920 height=1080 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/RAWS/test_14_1920x1080_NV12.yuv ! videoparse width=1920 height=1080 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/RAWS/test_14_1920x1080_NV12.yuv ! videoparse width=1920 height=1080 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/RAWS/test_14_1920x1080_NV12.yuv ! videoparse width=1920 height=1080 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/RAWS/test_14_1920x1080_NV12.yuv ! videoparse width=1920 height=1080 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/RAWS/test_14_1920x1080_NV12.yuv ! videoparse width=1920 height=1080 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/RAWS/test_14_1920x1080_NV12.yuv ! videoparse width=1920 height=1080 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false (same command for other videos)","1. Video encoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,943564,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_MULTI_ENC_PERF-M-H265-002,,Multi-Channels Encode: H.265/HEVC - 2x4k30fps,,--raw_id=test_encode_002 -of=hevc_vdenc --count=2,,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. gst-launch-1.0 filesrc location=/media/RAWS/Puppies_3840x2160_NV12.yuv ! videoparse width=3840 height=2160 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/RAWS/Puppies_3840x2160_NV12.yuv ! videoparse width=3840 height=2160 format=nv12 framerate=60/1 ! msdkh265enc low-power=true ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false","1. Video encoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,943564,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
GFX,LIN_MEDIA,F,GST_MSDK_MULTI_DEC_PERF,M,,No,Test Set 8,LIN_MEDIA-FGST_MSDK_MULTI_DEC_PERF-M,,GST MSDK Multi Decode Performance,To collect the performance data of multiple decoding in MSDK,,benjamin.ben-jie.khaw@intel.com,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. /usr/lib64/mfx/samples/sample_multi_transcode -par /home/root/gfx-scripts/yocto/media/data/Composition/ehl/incremental_decode_20_60fps_X.par","1. Video decoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,,,"embedded, Client, FuSa, Industrial, Media",Folder,Project,,Ssh Wrapper Step 8,
,,,,,,,,LIN_MEDIA-FGST_MSDK_MULTI_DEC_PERF-M-H264-001,,Multi-Channels Decode: H.264/AVC - 20x1080p30fps,,--render --desktop=xterm_4k -i=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4,,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. gst-launch-1.0 filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false","1. Video decoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,943562,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_MULTI_DEC_PERF-M-H264-002,,Multi-Channels Decode: H.264/AVC - 20x1080p30fps Renderless,,-i=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4,,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. gst-launch-1.0 filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H264_Videos/HoneyBee_1920x1080_10mbps_30fps_Baseline_at_L4.2.mp4 ! qtdemux ! h264parse ! msdkh264dec ! fpsdisplaysink video-sink=fakesink signal-fps-measurements=true text-overlay=false sync=false","1. Video decoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,943562,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
,,,,,,,,LIN_MEDIA-FGST_MSDK_MULTI_DEC_PERF-M-H265-001,,Multi-Channels Decode: H.265/HEVC - 20x1080p30fps,,--render --desktop=xterm_4k -i=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv,,,P2-Medium,Performance,Component,Approved,Yes,"1. Download and install the latest Yocto BSP
2. startx &","1. startx
2. gst-launch-1.0 filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false filesrc location=/media/H265_Videos/Puppies_1920x1080_38mbps_30fps_Main_at_L4.1.mkv ! matroskademux ! h265parse ! msdkh265dec ! fpsdisplaysink video-sink=glimagesink signal-fps-measurements=true text-overlay=false sync=false","1. Video decoding success.
2. Video playback has no corruption.
3. System does not hang or freeze.
4. Data is collected and printed in stdout",,,5,0,,,943560,,"embedded, Client, FuSa, Industrial, Media",TestCase,Project,,,
